record,Bullied_on_school_property_in_past_12_months,Bullied_not_on_school_property_in_past_12_months,Cyber_bullied_in_past_12_months,Custom_Age,Sex,Physically_attacked,Physical_fighting,Felt_lonely,Close_friends,Miss_school_no_permission,Other_students_kind_and_helpful,Parents_understand_problems,Most_of_the_time_or_always_felt_lonely,Missed_classes_or_school_without_permission,Were_underweight,Were_overweight,Were_obese
50705,No,No,No,15 years old,Female,0 times,0 times,Never,3 or more,1 or 2 days,Sometimes,Always,No,Yes, , , 
50706,Yes,No,No,15 years old,Male,1 time,0 times,Most of the time,3 or more,1 or 2 days,Sometimes,Most of the time,Yes,Yes, , , 
50707,Yes,Yes,Yes,16 years old,Male,4 or 5 times,0 times,Most of the time,2,3 to 5 days,Rarely,Rarely,Yes,Yes,No,Yes,Yes
50708,Yes,No,No,16 years old,Female,0 times,0 times,Most of the time,1,3 to 5 days,Sometimes,Sometimes,Yes,Yes,No,Yes,No
50709,No,Yes,Yes,16 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Always,Never,No,No,No,No,No
50710,No,No,No,15 years old,Male,0 times,6 or 7 times,Never,3 or more,0 days,Never,Never,No,No, , , 
50711,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,1 or 2 days,Most of the time,Rarely,No,Yes,No,No,No
50712,No,No,No,15 years old,Male,0 times,1 time,Sometimes,3 or more,0 days,Most of the time,Most of the time,No,No,No,Yes,Yes
50713,No,No,No,15 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Never,No,No, , , 
50714,No,Yes,Yes,15 years old,Female,0 times,1 time,Sometimes,3 or more,1 or 2 days,Most of the time,Never,No,Yes, , , 
50715,No,No,No,15 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Always,Rarely,No,No,No,No,No
50716,No,No,No,15 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Always,Most of the time,No,No, , , 
50717,No,Yes,Yes,15 years old,Male,0 times,0 times,Sometimes,2,1 or 2 days,Rarely,Sometimes,No,Yes,No,No,No
50718,No,Yes,No,15 years old,Male,0 times,1 time,Most of the time,2,10 or more days,Always,Never,Yes,Yes,No,Yes,No
50719,No,Yes,No,17 years old,Male,4 or 5 times,0 times,Most of the time,1,1 or 2 days,Most of the time,Always,Yes,Yes, , , 
50720,No,Yes,Yes,16 years old,Female,0 times,0 times,Rarely,3 or more,3 to 5 days,Rarely,Never,No,Yes,No,No,No
50721,Yes,Yes,No,16 years old,Male,0 times,0 times,Most of the time,3 or more,0 days,Always,Never,Yes,No,No,No,No
50722,No,No,No,16 years old,Female,0 times,0 times,Never,0,0 days,Always,Never,No,No,No,No,No
50723,No,No,Yes,16 years old,Female,0 times,1 time,Most of the time,3 or more,0 days,Most of the time,Never,Yes,No,No,Yes,Yes
50724,No,No,Yes,17 years old,Male,0 times,0 times,Always,0, ,Rarely,Never,Yes, ,No,No,No
50725,No,No,Yes,16 years old,Female,0 times,0 times,Rarely,1,1 or 2 days,Rarely,Never,No,Yes,No,No,No
50726,Yes,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Always,Always,No,No,No,Yes,Yes
50727,No,No,Yes,16 years old,Female,1 time,2 or 3 times,Most of the time,3 or more,0 days,Rarely,Most of the time,Yes,No,No,Yes,No
50728,No,No,No,17 years old,Female,0 times,0 times,Most of the time,3 or more,1 or 2 days,Most of the time,Never,Yes,Yes,Yes,No,No
50729,No,No,No,17 years old,Male,0 times,4 or 5 times, ,3 or more,3 to 5 days,Rarely,Always, ,Yes,No,No,No
50730,No,Yes,Yes,17 years old,Male,0 times,0 times,Rarely,3 or more,1 or 2 days,Sometimes,Rarely,No,Yes,No,Yes,No
50731,No,No,No,16 years old,Male,0 times,0 times,Rarely,0,0 days,Rarely,Never,No,No,No,Yes,No
50732,No,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more,3 to 5 days,Sometimes,Sometimes,No,Yes, , , 
50733,Yes,Yes,Yes,16 years old,Male,2 or 3 times,1 time,Rarely,2,0 days,Rarely,Most of the time,No,No,No,Yes,Yes
50734,No,No,No,17 years old,Female,0 times,0 times,Rarely,3 or more,1 or 2 days,Always,Rarely,No,Yes, , , 
50735,Yes,No,No,17 years old,Female,0 times,0 times,Most of the time,2,1 or 2 days,Sometimes,Sometimes,Yes,Yes,No,Yes,No
50736,No,Yes,Yes,17 years old,Male,2 or 3 times,0 times,Most of the time,1,1 or 2 days,Rarely,Rarely,Yes,Yes,No,Yes,Yes
50737,No,No,No,17 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No, , , 
50738,No,No,No,17 years old,Male,1 time,2 or 3 times,Rarely,3 or more,1 or 2 days,Rarely,Always,No,Yes,No,Yes,No
50739,No,Yes,Yes,17 years old,Female,0 times,4 or 5 times,Rarely,0,3 to 5 days,Rarely,Rarely,No,Yes,No,No,No
50740,No,No,No,17 years old,Male,0 times,0 times,Rarely,3 or more,1 or 2 days,Sometimes,Sometimes,No,Yes,No,Yes,No
50741,No,No,No,17 years old,Male,0 times,0 times,Never,1,10 or more days,Always,Always,No,Yes,No,Yes,Yes
50742,No,Yes,No,13 years old,Male,0 times,2 or 3 times,Most of the time,0,6 to 9 days,Rarely,Never,Yes,Yes,No,Yes,No
50743,Yes,No,Yes,13 years old,Female,0 times,0 times,Rarely,1,0 days,Always,Most of the time,No,No,No,Yes,No
50744, ,Yes,Yes,15 years old,Female,0 times,4 or 5 times,Sometimes,2,0 days, , ,No,No,No,Yes,No
50745,Yes,No,No,13 years old,Female,0 times,0 times,Most of the time,3 or more,1 or 2 days,Always,Never,Yes,Yes, , , 
50746,No,Yes,No,13 years old,Male,0 times,1 time,Most of the time,2,10 or more days,Most of the time,Sometimes,Yes,Yes, , , 
50747,Yes,No,No,15 years old,Male,0 times,2 or 3 times,Most of the time,1,3 to 5 days,Most of the time,Most of the time,Yes,Yes,No,Yes,No
50748,No, ,No,13 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Most of the time,No,No, , , 
50749,No,Yes,No,13 years old,Male,0 times,1 time,Rarely, , , , ,No, , , , 
50750,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No, , , 
50751,Yes,Yes,No,14 years old,Male,0 times,1 time,Rarely,0, ,Sometimes, ,No, , , , 
50752,Yes,No,No,13 years old,Female,0 times,0 times,Rarely,3 or more,1 or 2 days,Most of the time,Never,No,Yes,No,No,No
50753,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,3 to 5 days,Rarely,Never,No,Yes, , , 
50754,No,No,No,13 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Always,No,No,No,No,No
50755,Yes,No,No,13 years old,Female,2 or 3 times,0 times,Always,1,0 days,Never,Sometimes,Yes,No, , , 
50756,Yes,No,No,13 years old,Female,0 times,1 time,Most of the time,1,0 days,Sometimes,Sometimes,Yes,No, , , 
50757,No,Yes,No,13 years old,Female,0 times,1 time,Most of the time,3 or more,3 to 5 days,Always,Sometimes,Yes,Yes, , , 
50758,No,No,No,13 years old,Female,0 times,0 times,Never,2,0 days,Most of the time,Always,No,No,No,No,No
50759,Yes,Yes,Yes,13 years old,Female,1 time,0 times,Rarely,3 or more,0 days,Always,Never,No,No,No,No,No
50760,No,No,No,13 years old,Male,1 time,0 times,Sometimes,3 or more,1 or 2 days,Always,Always,No,Yes, , , 
50761,No,Yes,No,13 years old,Male,0 times,4 or 5 times,Rarely,3 or more,1 or 2 days,Always,Sometimes,No,Yes,No,No,No
50762,Yes,No,No,18 years old or older,Female,0 times,4 or 5 times,Most of the time,1,1 or 2 days,Always,Most of the time,Yes,Yes, , , 
50763,No,No,Yes,13 years old,Female,0 times,0 times,Most of the time,0,1 or 2 days,Most of the time,Always,Yes,Yes,No,No,No
50764,Yes,Yes,Yes,13 years old,Female,0 times,1 time,Sometimes,1,1 or 2 days,Most of the time,Rarely,No,Yes,No,No,No
50765,No,No,No,13 years old,Female,0 times,1 time,Rarely,3 or more,0 days,Most of the time,Rarely,No,No,No,No,No
50766,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Never,Never,No,No, , , 
50767,Yes,No,Yes,15 years old,Female,2 or 3 times,1 time,Most of the time,0,3 to 5 days,Never,Never,Yes,Yes, , , 
50768,Yes,Yes,Yes,13 years old,Male,1 time,0 times,Sometimes,3 or more,6 to 9 days,Most of the time,Sometimes,No,Yes,No,Yes,No
50769,Yes,No,No,13 years old,Female,0 times,0 times,Rarely,0,3 to 5 days,Always,Always,No,Yes,No,Yes,No
50770,No,Yes,No,14 years old,Male,0 times,0 times,Most of the time,0,0 days,Never,Rarely,Yes,No, , , 
50771,No,No,No,13 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Rarely,Rarely,No,No,No,No,No
50772,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No,No,No,No
50773,No,No,No,13 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Always,Most of the time,No,No,No,No,No
50774,Yes,Yes,No,13 years old,Male,1 time,0 times,Rarely,0,0 days,Rarely,Sometimes,No,No, , , 
50775,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Most of the time,No,No,No,No,No
50776,Yes,No,Yes,16 years old,Male,1 time,6 or 7 times,Sometimes, ,3 to 5 days,Sometimes, ,No,Yes, , , 
50777, ,Yes, ,15 years old,Female,0 times,1 time,Most of the time,3 or more, ,Never,Most of the time,Yes, ,No,No,No
50778,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Rarely,Most of the time,No,No, , , 
50779,No,No,Yes,13 years old,Male,2 or 3 times,0 times,Rarely,3 or more,1 or 2 days,Rarely,Rarely,No,Yes, , , 
50780,No,No,No,14 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Sometimes,Never,Yes,No,No,No,No
50781,No,No,No,13 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Most of the time,Always,Yes,No,No,No,No
50782,No,Yes,Yes,15 years old,Female,0 times,0 times,Sometimes,0,1 or 2 days,Most of the time,Most of the time,No,Yes, , , 
50783,Yes,Yes,Yes,15 years old,Male,0 times,0 times,Rarely,1,3 to 5 days,Most of the time,Rarely,No,Yes, , , 
50784,Yes,Yes,No,14 years old,Male,1 time,2 or 3 times,Most of the time,3 or more,1 or 2 days,Rarely,Never,Yes,Yes, , , 
50785,Yes,No,No,14 years old,Female,0 times,1 time,Sometimes, ,1 or 2 days,Sometimes, ,No,Yes, , , 
50786,No,No,No,15 years old,Female,0 times,0 times,Most of the time,2,0 days,Sometimes,Never,Yes,No,No,Yes,Yes
50787,No,Yes,No,16 years old,Female,1 time,1 time,Rarely,3 or more,3 to 5 days,Always,Never,No,Yes,No,No,No
50788,No,Yes,No,14 years old,Male,4 or 5 times, ,Most of the time,3 or more,10 or more days,Rarely,Most of the time,Yes,Yes, , , 
50789,Yes, ,Yes,16 years old,Male,0 times,0 times,Most of the time,1,3 to 5 days,Most of the time,Always,Yes,Yes,No,No,No
50790,No,No,No,15 years old,Male,0 times,1 time,Rarely,3 or more,0 days,Sometimes,Sometimes,No,No, , , 
50791, ,No,No,15 years old,Female,0 times,0 times,Most of the time,3 or more,10 or more days,Sometimes,Most of the time,Yes,Yes,No,No,No
50792,No,Yes,Yes,15 years old,Female,2 or 3 times,1 time,Sometimes,1,0 days,Always,Always,No,No,No,No,No
50793,No,No,No,15 years old,Female,0 times,0 times,Most of the time,0,0 days,Never,Never,Yes,No, , , 
50794,No,No,No,17 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Rarely,No,No, , , 
50795,No,No,No,15 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No, , , 
50796,Yes,No,No,15 years old,Female,0 times,0 times,Rarely,0,0 days,Most of the time,Most of the time,No,No,No,Yes,No
50797,No,No,Yes,14 years old,Female,1 time,1 time,Sometimes,0,3 to 5 days,Sometimes,Rarely,No,Yes,No,Yes,Yes
50798,No,No,No,15 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No,No,No,No
50799,Yes,Yes,No,15 years old,Male,0 times,1 time,Sometimes,2,3 to 5 days,Always,Sometimes,No,Yes, , , 
50800, ,No,No,15 years old,Male,0 times,0 times,Never,3 or more,1 or 2 days,Never,Never,No,Yes,No,No,No
50801,Yes,Yes,No,14 years old,Female,0 times,0 times,Sometimes,1,0 days,Rarely,Always,No,No,No,Yes,No
50802,Yes,Yes,No,14 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Rarely,Most of the time,Yes,No,No,Yes,No
50803,No,No,No,14 years old,Female,0 times,0 times,Most of the time,1,0 days,Most of the time,Always,Yes,No,No,Yes,No
50804,No,Yes,No,14 years old,Male,0 times,12 or more times,Most of the time,3 or more,1 or 2 days,Rarely,Most of the time,Yes,Yes,Yes,No,No
50805,Yes, ,No,13 years old,Male,0 times,0 times,Most of the time,3 or more,0 days,Rarely,Always,Yes,No, , , 
50806,Yes,No,No,15 years old,Male,1 time,0 times,Most of the time,2,1 or 2 days,Rarely,Always,Yes,Yes, , , 
50807,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Rarely,Sometimes,No,No, , , 
50808,No,No,No,15 years old,Male,2 or 3 times,12 or more times, , ,3 to 5 days, , , ,Yes,Yes,No,No
50809,No,No,No,16 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No, , , 
50810,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Rarely,Most of the time,No,No, , , 
50811,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Rarely,Sometimes,No,No,No,No,No
50812,Yes,No,No,14 years old,Female,0 times,0 times,Most of the time,0,1 or 2 days,Always,Always,Yes,Yes, , , 
50813,No,No,No,16 years old,Male,0 times,0 times,Rarely,0, , , ,No, ,No,Yes,Yes
50814,No,Yes,Yes,14 years old,Male,0 times,0 times,Sometimes,2,10 or more days,Sometimes,Sometimes,No,Yes,No,Yes,Yes
50815,Yes,No,No,15 years old,Female,0 times,0 times,Most of the time,2,0 days,Most of the time,Rarely,Yes,No,Yes,No,No
50816,No,No,No,14 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Rarely,No,No,No,No,No
50817,No,No,No,15 years old,Female,0 times,0 times,Rarely,2,0 days,Always,Rarely,No,No,No,Yes,No
50818,No,Yes,No,16 years old,Male,0 times,1 time,Most of the time,3 or more, ,Always, ,Yes, , , , 
50819,No,No,No,17 years old,Female,0 times,0 times,Sometimes,3 or more,6 to 9 days,Rarely,Never,No,Yes, , , 
50820,No,No,No,14 years old,Female,1 time,0 times,Sometimes,3 or more,0 days,Sometimes,Rarely,No,No, , , 
50821,No,No,No,14 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Always,Most of the time,No,No,No,No,No
50822,No,No,No,15 years old,Female,0 times,0 times,Never,0,0 days,Most of the time,Always,No,No, , , 
50823,No,Yes,No,14 years old,Female,0 times,0 times,Most of the time,1,1 or 2 days,Sometimes,Never,Yes,Yes, , , 
50824,No,Yes,No,14 years old,Male,4 or 5 times,4 or 5 times,Most of the time,1,0 days,Most of the time,Always,Yes,No,No,Yes,No
50825,Yes,No,Yes,17 years old,Male,2 or 3 times,1 time,Sometimes,0,1 or 2 days,Always,Sometimes,No,Yes,No,Yes,Yes
50826,No,No,No,14 years old,Female,0 times,6 or 7 times,Sometimes,3 or more,0 days,Rarely,Sometimes,No,No,No,Yes,No
50827,No,No,No,14 years old,Female,1 time,0 times,Sometimes,3 or more,0 days,Never,Sometimes,No,No, , , 
50828,Yes,No,Yes,16 years old,Male,1 time,0 times,Most of the time,0,1 or 2 days,Rarely, ,Yes,Yes,Yes,No,No
50829,Yes,Yes,No,14 years old,Female,0 times,0 times,Most of the time,2,3 to 5 days,Sometimes,Always,Yes,Yes,No,No,No
50830,No,No,No,14 years old,Female,0 times,1 time,Rarely,3 or more,0 days,Always,Most of the time,No,No, , , 
50831,No,No,No,14 years old,Female,0 times,1 time,Most of the time,3 or more,3 to 5 days,Rarely,Rarely,Yes,Yes, , , 
50832,No,No,No,14 years old,Male,0 times,0 times,Sometimes,3 or more,1 or 2 days,Rarely,Always,No,Yes, , , 
50833,No,No,No,14 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No, , , 
50834,Yes,Yes,Yes,14 years old,Female,1 time,1 time,Most of the time,2,1 or 2 days,Sometimes,Always,Yes,Yes, , , 
50835,No,No,Yes,14 years old,Female,0 times,4 or 5 times,Sometimes,2,0 days,Most of the time,Most of the time,No,No, , , 
50836,No,No,No,14 years old,Male,1 time,0 times,Never,3 or more,0 days,Sometimes,Most of the time,No,No,No,Yes,No
50837,Yes,Yes,No,16 years old,Male,0 times,0 times,Most of the time,1,1 or 2 days,Never,Rarely,Yes,Yes, , , 
50838,No,No,No,14 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Rarely,Never,No,No,No,No,No
50839,No,No,No,16 years old,Female,0 times,0 times,Sometimes,3 or more,1 or 2 days,Most of the time,Sometimes,No,Yes,No,Yes,No
50840,No,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Always,Most of the time,No,No,No,No,No
50841,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Most of the time,No,No, , , 
50842,No,No,No,14 years old,Male,0 times,0 times,Never,3 or more,1 or 2 days,Most of the time,Sometimes,No,Yes,Yes,No,No
50843,No,No,No,14 years old,Male,0 times,6 or 7 times,Sometimes,3 or more,3 to 5 days,Rarely, ,No,Yes,No,No,No
50844,No, , ,15 years old, , , , ,0, ,Never, , , , , , 
50845,No,No,No,17 years old,Female,0 times,0 times,Sometimes,3 or more,1 or 2 days, , ,No,Yes, , , 
50846,No,No,Yes,15 years old,Female,1 time,0 times,Most of the time,3 or more,6 to 9 days,Always,Always,Yes,Yes,No,Yes,Yes
50847,No,No,No,15 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Always,Sometimes,No,No, , , 
50848,Yes,No,No,16 years old,Female,2 or 3 times,0 times,Rarely,2,1 or 2 days,Sometimes,Always,No,Yes, , , 
50849,No,No,No,17 years old,Male,0 times,1 time,Rarely,3 or more,1 or 2 days,Most of the time,Rarely,No,Yes,No,No,No
50850,Yes,Yes,Yes,15 years old,Female,0 times,0 times,Most of the time,2,1 or 2 days,Sometimes,Always,Yes,Yes, , , 
50851,No,Yes,No,16 years old,Male,0 times,1 time,Always,2,3 to 5 days,Sometimes,Never,Yes,Yes,No,No,No
50852,No,No,No,15 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Most of the time,Never,Yes,No,No,Yes,Yes
50853,No,Yes,No,15 years old,Male,0 times,0 times,Rarely,0,0 days,Sometimes,Sometimes,No,No,No,No,No
50854,No,No,No,15 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Always,Always,No,No, , , 
50855,No,No,No,17 years old,Female,0 times,0 times,Most of the time,1,1 or 2 days,Most of the time,Sometimes,Yes,Yes,No,Yes,No
50856,No,Yes,No,17 years old,Male,1 time,2 or 3 times,Most of the time,0,10 or more days,Never,Sometimes,Yes,Yes,No,Yes,No
50857,Yes,No,No,16 years old,Female,2 or 3 times,4 or 5 times,Most of the time,1,6 to 9 days,Always,Never,Yes,Yes,No,Yes,No
50858,No,No,No,16 years old,Female,2 or 3 times,0 times,Sometimes,2,1 or 2 days,Rarely,Never,No,Yes,No,Yes,Yes
50859,No,No,No,18 years old or older,Female,0 times,0 times,Most of the time,3 or more,0 days,Most of the time,Never,Yes,No,No,No,No
50860,No,No,No,17 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Never,No,No, , , 
50861,Yes,No,No,17 years old,Male,0 times,0 times,Sometimes,1,3 to 5 days,Always,Most of the time,No,Yes,No,Yes,No
50862,No,Yes,No,17 years old,Female,0 times,0 times,Most of the time,3 or more, , , ,Yes, ,No,No,No
50863,Yes,Yes,Yes,16 years old,Male,1 time,0 times,Rarely,2,0 days,Most of the time,Most of the time,No,No,No,Yes,No
50864,No,No,No,16 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No,No,No,No
50865,Yes,No,No,16 years old,Female,0 times,0 times,Most of the time,3 or more,3 to 5 days,Always,Always,Yes,Yes,No,Yes,No
50866,No,No,No,17 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Rarely,No,No,No,No,No
50867,Yes,Yes,No,17 years old,Female,0 times,0 times,Most of the time,3 or more,1 or 2 days,Always,Always,Yes,Yes,No,No,No
50868,No,No,No,17 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No, , , 
50869,No, ,No,17 years old,Female,0 times,1 time,Never,3 or more,1 or 2 days,Always,Always,No,Yes,No,Yes,No
50870,Yes,Yes,No,17 years old,Female,1 time,0 times,Sometimes,3 or more,1 or 2 days,Sometimes,Always,No,Yes, , , 
50871,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,0 days,Sometimes,Rarely,No,No,No,No,No
50872,Yes,Yes,No,17 years old,Female,1 time,0 times,Rarely,3 or more,6 to 9 days,Always,Most of the time,No,Yes,No,No,No
50873,Yes,No,No,18 years old or older,Female,1 time,1 time,Rarely,2, , , ,No, ,No,Yes,No
50874,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No,No,Yes,No
50875,No,No,Yes,16 years old,Male,2 or 3 times,0 times,Rarely,0,0 days,Most of the time,Rarely,No,No,No,No,No
50877,No,No,No,17 years old,Male,0 times,0 times,Never,3 or more,3 to 5 days,Sometimes,Most of the time,No,Yes,No,Yes,No
50878,No,No,No,17 years old,Male,0 times,0 times,Never,3 or more,1 or 2 days,Always,Always,No,Yes,No,No,No
50879,No,No,No,17 years old,Male,0 times,0 times,Never,1,1 or 2 days,Most of the time,Always,No,Yes,No,No,No
50880,No,No,No,17 years old,Male,0 times,0 times,Sometimes,3 or more,1 or 2 days,Sometimes,Rarely,No,Yes,No,No,No
50881,No,No,No,17 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Never,Never,No,No, , , 
50882,Yes,Yes,Yes,17 years old,Female,1 time,0 times,Most of the time,2,0 days,Rarely,Never,Yes,No,No,No,No
50883,No,No,Yes,17 years old,Female,0 times,1 time,Sometimes,2,1 or 2 days,Most of the time,Sometimes,No,Yes,No,No,No
50884,Yes,Yes,No,17 years old,Female,1 time,1 time,Most of the time,0,6 to 9 days,Sometimes,Sometimes,Yes,Yes, , , 
50885,No,No,No,17 years old,Female,0 times,0 times,Rarely,2,0 days,Sometimes,Most of the time,No,No,No,No,No
50886,No,No,Yes,17 years old,Female,2 or 3 times,2 or 3 times,Rarely,2,1 or 2 days, ,Never,No,Yes,No,No,No
50887,No,Yes,Yes,17 years old,Male,0 times,1 time,Sometimes,2,1 or 2 days,Always,Always,No,Yes,No,No,No
50888,No,Yes,No,17 years old,Female,0 times,0 times,Always,2,3 to 5 days,Rarely,Sometimes,Yes,Yes,No,No,No
50889,Yes,No,No,13 years old,Female,1 time,0 times,Sometimes,1,0 days,Always,Never,No,No, , , 
50890,No,No,No,13 years old,Female,0 times,0 times,Never,2,0 days,Rarely,Always,No,No, , , 
50891,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Rarely,Always,No,No, , , 
50892,No,No,No,13 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Rarely,Never,Yes,No, , , 
50893,No,No,No,15 years old,Female,0 times,1 time,Sometimes,0,1 or 2 days,Sometimes,Sometimes,No,Yes, , , 
50894,No,No,No,13 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Always,Always,No,No,No,No,No
50895, ,No,No,15 years old,Female,0 times,0 times,Sometimes,2,0 days,Sometimes,Most of the time,No,No, , , 
50896,No,No,No,14 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No, , , 
50897,No,No,No,14 years old,Male,0 times,0 times,Never,3 or more,3 to 5 days,Rarely,Always,No,Yes, , , 
50898,Yes,No,No,13 years old,Female,0 times,2 or 3 times,Sometimes,3 or more, , , ,No, , , , 
50899,No,Yes,No,13 years old,Female,0 times,0 times,Rarely,2,0 days,Sometimes,Always,No,No, , , 
50900,No,No,No,13 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Never,Always,No,No, , , 
50901,No,No,No,14 years old,Female,0 times,0 times,Rarely,2,0 days,Most of the time,Never,No,No, , , 
50902,No,No,No,13 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Never,Always,No,No, , , 
